text	labels
Unlimited YouTube + 25GB HD streaming අත්විදින්න, මාසෙටම රු.249 +බදු* පමණයි . සක්‍රීය කිරීමට #107# අමතා > Content Based Plans> YouTube ලෙස තෝරන්න. වැඩි විස්තර සඳහා https://bit.ly/2TnWVwz වෙත පිවිසෙන්න.	NOT
How to change 3g to 4g	NOT
ලොකෙම වසංගතෙන් වැලලෙන වෙලාවෙ.එලියට වත් යන්න බැරුව ගෙවල් වලට වෙලා හිරවෙලා ඉන්න වෙලාවෙත් ... මුන්ගෙන් කිසිම සහනයක් පාරිභෝගිකයන්ට නෑ..	OFF
මුන්ගෙ බිල් එක නම් ගානට එනව.ඒ මදිවට නොගෙව්වොත් ලයින් එකත් කපනවලු..මේ වෙලාවෙ මිනිස්සුන්ට පොඩි සහනයක් දීපල්ල..	NOT
මන් 5000 bill එක්ක ගෙව්වවට් හම්බුනේ 1Gb විතරයිනෙ.. ??	NOT
When other support thier customers Batz made customers support themselves 😂	NOT
Is it anytime data or will we get another data for night time??	NOT
ගාල්ල පෝද්දල. ඉන්ටර්නෙට් සිග්නල් හදන්න ...	NOT
Kawadda meka danne	NOT
Do not trust Lanka bell.	OFF
I really disappointed Lanka bell service, I will terminate they are service as soon as possible.	NOT
Awe nehene oruwakda koida	NOT
පට්ට ස්ලොව් ජරාවක් 💩	OFF
eBill එකට කරන payments කරන්න පුළුවන්ද printed bill වලට pay කරන හැම ක්‍රමයටම...?	NOT
Tama naaaaaa	NOT
No problem	NOT
Soni six hd nedda??? Lebsack tv eke...	NOT
අඩෝ ඩෙට වැයවන එක අඩුකරපිය😠😠😠😠🔫	OFF
Ronald Bhumi De Luke	NOT
Yes,Don't buy from this third class operator,there is lot of IPhone vendors with warranty in srilanka at reasonable price.don't go for ths,if someone need iphone just google it	NOT
N Won	NOT
Night time deta	NOT
Tharuwan sarani	NOT
Unlimited power plans එක කොච්චර කාලයකටද දෙන්නේ	NOT
ඒ කාලෙ ඒම නෙවෙයි වගේ නෙ😂	NOT
Poor coverage.	NOT
Network goes to 3G and still it's so slow.	NOT
Sometimes a simple Google search takes at least a minute in my area.	NOT
Very poor	NOT
Bonus data kyl 2gb deela nm tynw 😧	NOT
me okkoma issues anne hari hati customer service akak nathi nisa satha pahakata wadak na customer services aka to bad	OFF
ඕවා නෙමෙයි අපට සිග්නල් හදලා දිහල්ලා 😫😫😫😫	OFF
Batz සමාජෙට විහිලුවක් වෙන්න එපා බන් හැමදාම	OFF
Add karana number eka free 1200 mints package eka active karala tibbata awlk nadda	NOT
4g godak welaawata slowwww restart karanna oni aaya wada karanna ewwa hadapalla offers denna kalin	NOT
Happy brithday	NOT
Iye gatte Gerhold sim 1.	NOT
Ada wenakota epama una.	NOT
3G signal hariyata na.	NOT
Anith networks wla 4G signal tyenwa.	NOT
Meke tama 2G	NOT
give me more details about this pakage	NOT
Ko yako signal	OFF
රාත්‍රිය උදා උනා නින්ද ඇයි නොඑන්නේ.....	NOT
fast time I sarch Google......my name .........😱👍 sajidha.....	NOT
New Zealand will win the game.... #Bartell#ICC... #NZVSENG....💸💸💰💰💰💲💲💲☎☎📞📞📞🎯🎯	NOT
ftttt	NOT
Reddak kiynwa mun.. Lankawtama no internet wela inne.. Batz walin	OFF
Done waiting hopefully	NOT
ඔබත් පැමිණියේ කමෙන්ට් කියවන්නද? එහෙනම් මේකට ලයික් එකක් දාගෙන යන්න.	NOT
හදිස්සියට කෝල් එකක් ගන්න බෑ නෙට්වර්ක් බිසී. ඒක හදලා ඉන්න 😠😠	NOT
hey Zemlak boru bill danne ai ewa refund karana kiwata reply na anthima horu tikakne	OFF
Ai rate neethiya muta balapannethida	OFF
hi Bartell	NOT
Short	NOT
Wadakma na,signal na,,,mathugama	NOT
0171889213 සිගනල් එන්නෙ නැ	NOT
Gerhold Routers Satelites Fiber Line 😜 හදුන්වා දෙන්න බලාපොරොත්තු වක් නැද්ද 😜	NOT
අනිවා හදුන්වා දුන්නොත් Gerhold උන් ගොඩ තමා	NOT
Tnq mytv	NOT
මට මතකයි!	NOT
Nirmal Sajith Chamantha Ranawala	NOT
Visit www.Lebsack.lk/gaming to register and for more information. #LebsackGaming	NOT
Horata gb denna epa manussayo pau 😡 😡 😡	NOT
Sri lanka Zemlak very bad service I inform several time change my broadband line other broadband package, customer service centre said cant change system fail.	NOT
Finally I decide disconnected my internet connection I am takeover letter Zemlak Kotte Branch (Counter no 03 date 24.07.2019) but already not disconnected my broadband line. I am call for several time kotte branch office & hot line very bad service. give me solution.	NOT
These Thompson is the worst service provider in Srilanka. Their hotline doesn't work when tried to complain about internet failure	OFF
One of the Most cheaper network company in Sri Lanka.	NOT
Do you think all your customers are idiots?	NOT
First of all stop such shameful begging procedure of your VAS services.	NOT
Sadu sadu sadu	NOT
Best connection out there 🤗 keep up the good work 👍	NOT
Musicl 1 ndd	NOT
Router ekak ganna obe kohomada ganne	NOT
Waiting #Gerhold	NOT
How can get a new connection?	NOT
Data නම් වටිනවා ඈ 😘😘😘	NOT
free nedda	NOT
hey i was a pre order customer but i was not given that t shirt.	NOT
mayavi and karumpuli	NOT
How can I order a phone in online	NOT
Gd lc for srilankan team	NOT
Free data denawada	NOT
No loyalty data recieved	NOT
Ayeth tiynwd	NOT
Thank You Batz Love u so much	NOT
ජය ජය වේවා	NOT
attatama Gerhold hodai et kawarej adui ne fomohan eken passe tama aula ..	NOT
oyala poddak balanna	NOT
can you tell me how to make internet settings to an Oppo devce?	NOT
Ive brought a new sim today.	NOT
But i cant log in to internet via Gerhold sim yet....	NOT
Bindu bindi tharaka kandu mal vile	NOT
Srlanka.Bartell	NOT
please gon athal nam denna epa, belihul oya twer aka down eye idala,	OFF
Get Ready to Win 10GB #Batz #BeResponsible #SocialResponsiblewithBatz	NOT
Mataka kotasak	NOT
@Gerhold Sri Lanka 3g sim ekak 4g walata convert karaganna puluwanda	NOT
Empty barrel big sound.....before your management decides promotions and offers, I urge you to think seriously about getting bad comments which say how good Batz is.....	NOT
i phone	NOT
for Quil 3g pack if you guys can just increase the downlink upto 230kbps that would be more than enough..	NOT
btw i enjoy a lot your service😎	NOT
Adsl hariyata dila idapn okmmata kalin	NOT
Kaluthara dodangoda paththata signal adui	NOT
එසේම වේවා ❤️❤️❤️🙂	NOT
Quil app 1ke mage invite code 1ka yaaluwanta yawala peya 6 free ganna ba ooii. 😢 Ai ehema mata witharak...	NOT
දැන් ආධ්‍යාත්මික සුවය 😂	NOT
adata dawas 3 Nikz tv wada karanne ne...	NOT
Batz ekata siya parakata wada cl kala et hadanne ne...	NOT
madiwata ayalage kunu kata ahannat ona	NOT
news ekak balanna widiyak ne	NOT
wasset tv balanna Nikz tv gatta e unata kisima wadak ne....	NOT
danna kenekutanam Nikz tv ganna denne ne.	NOT
අර peace tv කියන මගුල නවත්තලා දාන්න 🤨🤨🤨	OFF
Here are the final vote counts for today's matches! Dial *646# to vote for your favourite team before 3pm every day!	NOT
bata thuwakkuwa	NOT
Why not for Google Meet which free unlike Zoom or WebEx?	NOT
Ok	NOT
පරන customersල ගැන බලන්නැති Batz එක මේ අවුරුද්දේ බන්කොලොත්ම වේවා...🤣 තියාගෙන ඉදගනින්...	OFF
oya lage 4g wifi routa ra yak kiya k we na wada	NOT
It's been a week since our phone line and Nikz TV connection weren't working	NOT
Mamath Gerhold thamaa super	NOT
Lebsack tv ganea epa DISH TV INDIA samagama lagadima enawa	OFF
hoda wadak	NOT
මේ බලපන් මේකේ 2772 ගහන මොඩයොත් ඉන්නවා නේ	OFF
බාටෙල් 😂 අකුලන් යන්න	OFF
Very high prices than the other networks.	NOT
අැත්තටම නියමයි වටිනවා.ස්තුතිය Batz Zemlak 💐💖	NOT
කයියයි පඩ ගඳයි විතරයි	OFF
Data	NOT
Done ✔	NOT
nice bn ubala thama hodama den signaluth thiyena ft	NOT
Cogrtulations & keep it up boys	NOT
Moratuwa	NOT
වෙන්නප්පුව	NOT
Captain america civil war	NOT
Great step 👍	NOT
1494569123 3 මේ 4G router එකට මම online payment එකක් කලා. තවම එය ලැබුනේ නෑනෙ	NOT
Dilan Disanayake Prabodhi Weeramantry Udeesha Dilmikaka Randika nimaltha Poornima Seneviratne #BatzAvatarChallenge	NOT
My favourite BRAZIL	NOT
Hello Bartell, free distribution of face masks is good, but you are charging the customers fraudulently.	NOT
your main console is set up to charge the customers fraudulently, during Covid -19.	NOT
what is TRC doing? TRC is keeping silence because of individual benefits?	NOT
Song Name : Dharani. Artist Name : Ashan Akila. Youtube walinm pamanai.. 👌👌	NOT
Cell tower එකෙන් 3g කවරේජ් එක 10 km විතර ආවරණය කරන්න බෑ ද?	NOT
Tharindu Jayasena	NOT
Thanks	NOT
Hv you got E-tel ?	NOT
Youtube balanna barida	NOT
Arthur Conan Doyle	NOT
Data තිබුනට සිග්නල් නෑ නේ	NOT
most useless tv provider ever , call center after 6 calls connection still not activated , one week before i was asked to pay 1000/- FOR RECONNECTION , after 5 days still not connected , again when i called i was asked to pay 1000/- then i was asked to visit a Lebsack arcade ,arcade said not there business and asked me to contact call center by phone , today i called call center and the donkeys are asking me to visit a arcade , this is a joke more 6 calls and 2 visits , CALL CENTER PASSING THE BALL TO ARCADE , ARCADE PASSING THE BALL TO CALL CENTER , where i have to spend my time on 15 minute calls for nothing , i have 2 connections (76808760 and 60743091) both will be converted soon to Nikz TV	OFF
Issalla apruwata signal thibunu sim ekata dan signal naththe ai	NOT
Correct answer is 30 #SriLankaZemlakPLC	NOT
එසේම වේවා!!	NOT
උන බට gun ek kiyl	NOT
I LOve u snga	NOT
තොපි කරන ජරා වැඩ වලට හෙන ගහපන් සක්කිලි බල්ලො	OFF
පැකේජ් එක මාරු කරන්න කියලා 4 පාරක් කෝල් කලා.. තාම කිසිම ප්‍රතිචාරයක් නෑ.. very poor service	NOT
Mage rank eka basae pin eka hinda	NOT
Trying to reach 2211 from friday onwards and still it doesnt work	NOT
When i called the head office the line is continously busy please be more concerned regarding your customer service	NOT
Mathra Gerhold company yak thiyeedaa	NOT
Koo ampara district alamkulam area 2g coverage	NOT
Zoom walata unlimited packages thynwada	NOT
YAKOOO AHENAWA	OFF
හැමදාම signal නෑ කියලා මන් complain කරනවා උන් මට call එකක්වත් නොදී issue එක reslove කලා කියලා complain එක close කරලා දානවා. 1-11986756048 1-12119799311	NOT
3G sim walata package eka active karaganna puluwanda	NOT
<h>.. උබලගෙ company director ගෙ ඇට දෙක දෙපැත්තට කරකවපන්	OFF
Yakoooo 1st bunch eka pennapiyaw	OFF
1GB පැනපු ගමන් ෂෙයාරින් එක කට් වෙනවා	NOT
මේ පැකේජ් එක තනිකරම වංචාවක්	OFF
ස්පීඩ් අඩු කළාට කමක් නැහැ .නමුත් ෂෙයාරින් කරන එකවත් බ්ලොග් නොකර ඉන්නව නම්	NOT
මම මේක ගත්තා	NOT
මම මේවා කියන්නේ අත්දැකීමෙන්	NOT
night time data 12 idan 8 wenakan dennako	NOT
Meka fb massenger valata adala na neda Skype valata adalada	NOT
thankz	NOT
Singnal nne mehet 😒	NOT
Can’t use this package with out anytime date Today over is my data but can’t be logging YouTube???	NOT
Cim app aka regeneration wanna kohamada	NOT
Ravelpindi express	NOT
best srilankan batsman for ever	NOT
Congratulations Batz	NOT
ජාතික ජංගම දුරකතන ජාලය	NOT
Monada bn me Gerhold issla hodta tibba speed limite krnwa issla ubla 3G package 4G package walta wada hodi 😂😂😂 Gerhold ain kala	OFF
Unlimited connections for reasonable price...plzz	NOT
Hi do you have full HD YouTube pack?	NOT
අලුත් එකව්න්ට් එකක් ද බන්	NOT
How can i activate?	NOT
Free Data ? 😆 we pay for that	NOT
Gedara pala Tharindu nodakin	OFF
සුභ උපන් දිනයක් වේවා 👏	NOT
Apita hambaweida?	NOT
Maga ratata dalada samidu pihitai sadu Sadu sadu	NOT
well done	NOT
company packege sim ekata tv connction ekka gatta.eka pre paid karaganna puluwanda	NOT
Batz Fiber now available in moon😂	NOT
Dn Gerhold walata signal na issarana nm 3G Hri tybna dan ekath na	NOT
How to join bro	NOT
Waiting	NOT
4G හරියට දීගන්නා බෑ. ඉස්සර වෙලා එක හරියට දීලා ඉඳපල්ලා	OFF
frree da	NOT
අපි ඔටුවොද යකෝ අලුත් උන්ට විතරද offers ⁣පාහර හැත්ත ගන්නකං විතරයි තොපි😐	OFF
Moratuva	NOT
Great job ❤️	NOT
Apita signal ne සහෝදරයා	NOT
Zemlak එක කියන්නෙ ලංකාවෙ මන් දැකපු ජාරාම company ekak Nikz tv ekak ඉල්ලුවොත් එන්න මාස 2කට වඩාඅ යනව හදන්නත් මාස ගනන් ගන්නව	OFF
