,Sentence,Hate_speech,Sentiment,Humor,Billing or price,Customer service,Data,Network,Package,Service or product,None
2140,"Kohen giyath ""dakuna"" perata..🌷😘",Not offensive,Positive,Non-humorous,0,0,0,0,0,0,1
2141,සිග්නල් හදලා දියව්කෝ මගුල කිසි වැඩක් කරගන්න නෑ,Abusive,Negative,Non-humorous,0,0,0,1,0,0,0
2142,2g wath ne 4g denna kaling 2g denna..,Not offensive,Negative,Non-humorous,0,0,0,1,0,0,0
2143,බිංදුවා,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
2144,"සුර පප්පා,දුනු වලිගා,රජ ඉබ්බො",Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
2145,4G koheda?,Not offensive,Neutral,Non-humorous,0,0,0,1,0,0,0
2146,මුන්ගෙ බොරු.. Referral link weda krnne na,Abusive,Negative,Non-humorous,0,0,0,0,0,1,0
2147,Ane pako hambenapa pakathama Lebsack hDineshaya 😠😠,Abusive,Negative,Non-humorous,0,0,0,0,0,0,1
2148,"Great Service Lebsack, God bless you all",Not offensive,Positive,Non-humorous,0,0,0,0,0,1,0
2149,red car...,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
2150,"""Batz Digitastic"" - Digital Lifestyle Expo 2019",Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
2151,"Worst coverage these days, internet keep loading for days.....",Not offensive,Negative,Non-humorous,0,0,0,1,0,0,0
2152,Better switch to Gerhold guys,Not offensive,Conflict,Non-humorous,0,0,0,0,0,0,1
2153,On line මගින් apply කලා but no answer,Not offensive,Negative,Non-humorous,0,0,0,0,0,1,0
2154,Happy birthday Kusa,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
2155,Good ❤❤❤,Not offensive,Positive,Non-humorous,0,0,0,0,0,0,1
2156,Nambar eka ewanda,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
2157,Rahal ennwa palawene pokure,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
2158,Ou maget credit damma gaman kapila yanawa .,Not offensive,Negative,Non-humorous,1,0,0,0,0,0,0
2159,ai ehema wenne,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
2160,Sadu sadu sasu දළදා වහන්සේට mage namaskaraya වේවා !,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
2161,Please give more details,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
2162,Sim ekak gennagatta.,Not offensive,Neutral,Non-humorous,0,0,0,0,0,1,0
2163,active karaganna widihak ne.,Not offensive,Negative,Non-humorous,0,0,0,0,0,1,0
2164,hotline number eka ewanna Lebsack sim ekakin call ekaganna,Not offensive,Neutral,Non-humorous,0,1,0,0,0,0,0
2165,Bartell is the best !!!!!,Not offensive,Positive,Non-humorous,0,0,0,0,0,0,1
2166,අදත් උදේ ඉදන් මේ මගුල් රවුටරේ වැඩ නෑ ශික් මහ ජරාවක් තොම්ප්සන් නම්..😡,Hate-Inducing,Negative,Non-humorous,0,0,0,0,0,1,0
2167,Batz 4G rawtr eke username password gann hati poddk kiyanwad.,Not offensive,Neutral,Non-humorous,0,0,0,0,0,1,0
2168,Sri Lanka Zemlak PLC Batz ekata gihin application eka baradila masayakath wadi thama wifi eka genath dunne ne ekak kawadada yako genath denne,Abusive,Negative,Non-humorous,0,0,0,0,0,1,0
2169,mata nam fiber eka kisi dawasaka prashnayak wela na matara di,Not offensive,Positive,Non-humorous,0,0,0,0,0,1,0
2170,mama dan maharagama town eke,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
2171,mata awashaya wela ganna giyahama mehe paren eka paththakata witharak kiwwa,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
2172,mama mathara awurudu 5 k fiber line eka used kale,Not offensive,Neutral,Non-humorous,0,0,0,0,0,1,0
2173,Worth actually its work perfect without any issue on coverage for me with 4G thanks a lot Gerhold,Not offensive,Positive,Non-humorous,0,0,0,1,0,0,0
2174,Anyone answer how many countries are there in SL?,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
2175,0783295641 mekata,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
2176,A-5 /තෙලිජ්ජ B-4/ටූන C-1/මරතමාළු D-3/පොඩිසිංඥොමරං E-2/පච්චපෙරුමාල්,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
2177,අපේ night data ඉතුරු වුනොත් ඒකෙන් බාගයක් වත් දීපල්ලා day quota ඉවර වුනාම,Not offensive,Neutral,Non-humorous,0,0,1,0,0,0,0
2178,Good video .touhing story.,Not offensive,Positive,Non-humorous,0,0,0,0,0,0,1
2179,Plz tell us .Lebsack mega run eke run paya kawadda?,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
2180,"Hama masekama gewanWada, naththam activate karapu maseta witharada.",Not offensive,Neutral,Non-humorous,1,0,0,0,0,0,0
2181,අධ්‍යාපන කටයුතු සදහා රවුටර් එකක් හා package එකක් කියක් වෙනවාද,Not offensive,Neutral,Non-humorous,1,0,0,0,1,1,0
2182,දුක තමයි.. වෙන්වීම..,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
2183,Aniwa brooo....,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
2184,රිපොටි වෙන නිසා comment ඔනි වෙලා 🤣,Not offensive,Neutral,Humorous,0,0,0,0,0,0,1
2185,Thankz..for Lebsack,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
2186,මගෙත් 4සම්බන්ධය වළක්වා ඇත මුදල් එය නැවත දෙන්නේමුදල් අයකර ගැනීමෙන් පසුවනම් !,Not offensive,Negative,Non-humorous,1,0,0,0,0,1,0
2187,Army,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
2188,<fg=b00000ff>එලම 😘😘,Not offensive,Positive,Non-humorous,0,0,0,0,0,0,1
2189,Patta thank you..#Gerhold,Not offensive,Positive,Non-humorous,0,0,0,0,0,0,1
2190,Seriously 2nd,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
2191,Thawama 3G neda?mokatada upgrade karanne??,Not offensive,Neutral,Non-humorous,0,0,0,0,0,1,0
2192,No coverage this area,Not offensive,Negative,Non-humorous,0,0,0,1,0,0,0
2193,"Finally, have come to an end with the worst ever data package I have experienced with a mobile broadband service provider.",Not offensive,Negative,Non-humorous,0,0,1,0,1,0,0
2194,I have used your services for more than 2 yrs and there was indeed no reason to continue furthermore.,Not offensive,Negative,Non-humorous,0,0,0,0,0,1,0
2195,"No matter what you say and promote, you still couldn't provide a reliable 4G service in Colombo.",Not offensive,Negative,Non-humorous,0,0,0,1,0,0,0
2196,Colombo is the most crucial city when it comes to services.,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
2197,"If you can not provide a reliable 4G service at least to Colombo, how can we expect that we will be connecting at least to google in a village somewhere in Anuradhapura?",Not offensive,Negative,Non-humorous,0,0,0,1,0,0,0
2198,And you have won my heart as the worst customer service provider.,Not offensive,Negative,Humorous,0,1,0,0,0,0,0
2199,I have raised many complaints regarding this issue and I never got any kind of a reply.,Not offensive,Negative,Non-humorous,0,1,0,0,0,0,0
2200,Do you want me to explain how good your 4G connection is in Colombo?,Not offensive,Neutral,Non-humorous,0,0,0,1,0,0,0
2201,I always had to use the standard HTML for slow connections whenever I use gmail for the past two years.,Not offensive,Neutral,Non-humorous,0,0,0,1,0,0,0
2202,"Not only that, whenever I make online payments, a timeout occurs because of you SUPER FAST 4G connection, and the payment get declined or not processes in fully, and I had to call here and there to request a refund or re-initiate the payment.",Not offensive,Negative,Non-humorous,1,0,0,0,0,0,0
2203,Can you at least imagine how horrible your connection is?,Not offensive,Negative,Non-humorous,0,0,0,1,0,0,0
2204,I am glad that I got a brain transplanted recently and got a mind to change this stupid connection at least now.,Not offensive,Negative,Humorous,0,0,0,0,0,0,1
2205,"-_- by the way, have fun with mis ayilarep..",Not offensive,Neutral,Humorous,0,0,0,0,0,0,1
2206,I wish from the bottom of my heart that you lose your customers day by day ! Cheers.,Not offensive,Negative,Humorous,0,0,0,0,0,0,1
2207,No 2,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
2208,අපි දන්නවා බන් ඕවා ...,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
2209,මොනාහරි ඉගෙනගන්න දෙයක් කියපන් රෙද්ද...,Abusive,Neutral,Non-humorous,0,0,0,0,0,0,1
2210,තව දවස් 2යි,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
2211,Tamilrockers la free da,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
2212,Customer care1 antimayi...,Not offensive,Negative,Non-humorous,0,1,0,0,0,0,0
2213,Price please ???,Not offensive,Neutral,Non-humorous,1,0,0,0,0,0,0
2214,legend nimal,Not offensive,Positive,Non-humorous,0,0,0,0,0,0,1
2215,Ada malu ayyo Lebsack card ganna salli?,Not offensive,Neutral,Non-humorous,1,0,0,0,0,0,0
2216,Already registered but not working,Not offensive,Negative,Non-humorous,0,0,0,0,0,1,0
2217,Me patta balan inna kena,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
2218,tv ඇඩ් නෑ.පේපර් ආර්ටිකල් නෑ.පෝස්ටර් කටඅවුට් නෑ. Congratulations Lion & DCSL 😊😂,Not offensive,Neutral,Humorous,0,0,0,0,0,0,1
2219,කොහොමද ඒක,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
2220,You can get them at No Limit.,Not offensive,Neutral,Non-humorous,0,0,0,0,0,1,0
2221,"If not, from any of our Arcades, as long as they're still in stock.",Not offensive,Neutral,Non-humorous,0,0,0,0,0,1,0
2222,"මට ඩේඩා පැකේජයක් ගන්න ඕනේ u tube,fb,unlimited තියෙන .",Not offensive,Neutral,Non-humorous,0,0,1,0,1,0,0
2223,කරැනාකරලා ඒ පිලිබඳව විස්තරයක් දැන ගන්න පුළුවන් ද?.,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
2224,අනිත්එක මම ඉන්න හරියට 4G හරියට නැහැ .,Not offensive,Negative,Non-humorous,0,0,0,1,0,0,0
2225,කිහිපවිටක් පැමිණිලි කරත් නිසි විසදුමක් ලැබුණේත් නැහැ .,Not offensive,Negative,Non-humorous,0,1,0,0,0,0,0
2226,මම ලෙබ්සැක් සිම් එක ගත්තේ රැ2500/=දීලා මාසයක් බලාපොරොත්තුව ලේකනයේ ඉදලා නම,Not offensive,Neutral,Non-humorous,0,0,0,0,0,1,0
2227,Cannot get through to Lebsack customer service to get any information as to why the channels are blocked. Lousy service,Not offensive,Negative,Non-humorous,0,1,0,0,0,0,0
2228,Go go navy,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
2229,Do u have s20 ultra,Not offensive,Neutral,Non-humorous,0,0,0,0,0,1,0
2230,Deta card eka puduma ikmanata iwaravenawa,Not offensive,Negative,Non-humorous,0,0,1,0,0,0,0
2231,reta api fb yanneh dawalata free dunnath Kaman neh reh 12 passe katana on a free,Not offensive,Neutral,Non-humorous,0,0,1,0,0,0,0
2232,It's not worth even trying.,Not offensive,Negative,Non-humorous,0,0,0,0,0,0,1
2233,"Any way, I am a Lebsack prepaid TV customer as well.",Not offensive,Neutral,Non-humorous,0,0,0,0,0,1,0
2234,people like you are making millions.,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
2235,But not kind enough to given all those channels free at least on our new year day.,Not offensive,Neutral,Non-humorous,1,0,0,0,0,1,0
2236,Think about it.,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
2237,There are so many people out there other than the Sri Lankan cricket players.,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
2238,Thibuna data tika iwara wenakan ganata okkoma wada kara dn mukuth na kisima deyak play wenne na,Not offensive,Negative,Non-humorous,0,0,1,0,0,0,0
2239,Jarawak Batz,Hate-Inducing,Negative,Non-humorous,0,0,0,0,0,0,1
2240,Hodai. Signal hodata thiyanawa den.,Not offensive,Positive,Non-humorous,0,0,0,1,0,0,0
2241,I LOVE Gerhold,Not offensive,Positive,Non-humorous,0,0,0,0,0,0,1
2242,340 මාසයකින් කතා කලත් නැතත් ඉවත්වෙනවද,Not offensive,Neutral,Non-humorous,1,0,0,0,0,0,0
2243,Akenma,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
2244,Star Tamil nalikawa Lana denna,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
2245,100/% buffering. Free,Not offensive,Positive,Non-humorous,0,0,0,1,0,0,0
2246,sada nomekena amaraneeya namaya koorye mahathanani obata niwan suwa,Not offensive,Positive,Non-humorous,0,0,0,0,0,0,1
2247,Extra gb ekka free hambun ne,Not offensive,Negative,Non-humorous,0,0,1,0,0,0,0
2248,help me,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
2249,I too got free data. Thank you,Not offensive,Positive,Non-humorous,0,0,1,0,0,0,0
2250,5s ekak kiyk wage wei d dn🤔,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
2251,ira thibunath ira gilunath sada thibunath sada gilunath Lebsack nam apata epa :D,Not offensive,Negative,Humorous,0,0,0,0,0,0,1
2252,Meka dapu meyalath ohama thamayi😥😥😅😅😅😅,Not offensive,Neutral,Humorous,0,0,0,0,0,0,1
2253,samsung Galaxy A50 Ocean blue Model - (2019 February) Lebsack Hintz 👍,Not offensive,Neutral,Non-humorous,0,0,0,0,0,1,0
2254,"Pissuda yako, night time adu karala day ekata dapiya",Abusive,Negative,Non-humorous,0,0,1,0,0,0,0
2255,"And the next Important question is, when will Sri Lanka get unlimited data plans to go with its high speed fiber connections. 🧐",Not offensive,Neutral,Humorous,0,0,1,0,0,1,0
2256,Happy birthday nimal....👍👍🎉🎉🎉,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
2257,Is there Batz FTTx facilities available in Yatiyantota area...?,Not offensive,Neutral,Non-humorous,0,0,0,0,0,1,0
2258,godak pin Lebsack,Not offensive,Positive,Non-humorous,0,0,0,0,0,0,1
2259,ජයවේවා,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
2260,Aw got top fan 😍,Not offensive,Positive,Non-humorous,0,0,0,0,0,0,1
2261,Me lockdown wala 3g package wala price adu karana,Not offensive,Neutral,Non-humorous,1,0,0,0,1,0,0
2262,job nathuwa minissu kohamada package daane,Not offensive,Negative,Non-humorous,0,0,0,0,1,0,0
2263,Tax Reduced but no Data increment :(,Not offensive,Negative,Non-humorous,1,0,1,0,0,0,0
2264,Mayavi,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
2265,some hope again for us,Not offensive,Positive,Non-humorous,0,0,0,0,0,0,1
2266,thopi hurakanawa sathe idan,Abusive,Negative,Non-humorous,1,0,0,0,0,0,0
2267,Melo wada ne kawuruth use karanna apa,Abusive,Negative,Non-humorous,0,0,0,0,0,1,0
2268,Razeen Af Hamood Ismail,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
2269,මාගේ වසර 3 පැරණි sim එක activate කරන්න gampola කොහෙද,Not offensive,Neutral,Non-humorous,0,0,0,0,0,1,0
2270,D. (Subscriber Identity Module) Bartell,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
2271,Tanxx ......,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
2272,invite function එක වැඩ නැහ් 😂😒,Not offensive,Negative,Non-humorous,0,0,0,0,0,0,1
2273,Quil 3g 15days ake speed aka.melo rahk na.,Not offensive,Negative,Non-humorous,0,0,0,0,0,1,0
2274,aparade salli.,Not offensive,Negative,Non-humorous,1,0,0,0,0,0,0
2275,500mb download krnnna payak withra ynwa.,Not offensive,Negative,Non-humorous,0,0,0,1,0,0,0
2276,Gibson aken krpu kale hodta thibuna,Not offensive,Positive,Non-humorous,0,0,0,1,0,0,0
2277,Mal bara himederiye koibada Rahalaleye yanne hiru aleye....,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
2278,Samsung galaxy A50 2019 Ocean blue,Not offensive,Neutral,Non-humorous,0,0,0,0,0,1,0
2279,A and B both,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
2280,පරණ අයට හුලං,Not offensive,Negative,Humorous,0,0,0,0,0,0,1
2281,Maradona per sempre,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
2282,Matale nedda,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
2283,Ape ge issharaha Zemlak wire ellenawa issala ellena wire tika ain karala dena magulk denna,Abusive,Negative,Non-humorous,0,0,0,0,0,1,0
2284,Iron man,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
2285,Thank u for this.,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
2286,අපිට සිග්නල් තියේනම් මාරු වෙනෙවා 😔,Not offensive,Neutral,Non-humorous,0,0,0,1,0,0,0
2287,Every day is a Social media day for Srilanka :-D,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
2288,පරණ පාරිභෝගිකයන්ට මෙහෙම සළකන ඔබට තෙරුවන් සරණයි #SriLankaZemlak,Not offensive,Positive,Non-humorous,0,1,0,0,0,0,0
2289,pissuthe???,Not offensive,Neutral,Humorous,0,0,0,0,0,0,1
2290,Essalla 2211 phone eaka ussala enna wada karnna na lokuwata post danawa,Not offensive,Negative,Non-humorous,0,1,0,0,0,0,0
2291,mage sim eke godak salli kapenwa.,Not offensive,Negative,Non-humorous,1,0,0,0,0,0,0
2292,balanna puluwanda monawahary services add welada kiyala,Not offensive,Neutral,Non-humorous,0,0,0,0,0,1,0
2293,is it Mount Lavinia ? I will join now,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
2294,Ane mata mthaka නැහැ,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
2295,කමෙන්ට් එකටත් ඩේටා කැපෙයිද 🤔,Not offensive,Neutral,Humorous,0,0,1,0,0,0,0
2296,දවස් දෙකක් විතර රවුටර් එකට සිග්නල් නෑ,Not offensive,Negative,Non-humorous,0,0,0,0,0,1,0
2297,අපි නිකන් service ගන් නෑනෙ,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
2298,වෙලාවට බිල් ගෙවනවනම් service එක හරියට දෙන එක ඔයලගේ යුතුකමක්..,Not offensive,Neutral,Non-humorous,1,0,0,0,0,1,0
2299,අනික ස්ලෝ කරනවා මාර විදියට Batz service නම් අන්තිමයි..😤,Not offensive,Negative,Non-humorous,0,0,0,1,0,1,0
2300,Budusaranai.,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
2301,මගේ Lebsack connection 1 සෑහෙන පරනයි.,Not offensive,Neutral,Non-humorous,0,0,0,0,0,1,0
2302,පහුගිය මාස කීපයේ මට එපා වෙලා ඒකuse කලේ නැතුව cancel කලා කියල msg. ආවා.,Not offensive,Negative,Non-humorous,0,0,0,0,0,1,0
