post_tokens,toxic_tokens,post_label
"['married', 'women', 'who', 'drive', 'always', 'get', 'past', 'pretty', 'ladies', 'standing', 'in', 'the', 'hot', 'sun', 'not', 'knowing', 'that', 'their', 'husbands', 'pick', 'them', 'up']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['no', 'she', 'really', 'loved', 'the', 'ugly', 'nigger', 'lol']","[0, 0, 0, 0, 0, 1, 1, 0]",hatespeech
"['becasue', 'pakis', 'and', 'russians', 'work', 'cheaper', 'and', 'are', 'indentured', 'servants', 'due', 'to', 'h1b', 'status', 'rules', 'so', 'they', 'must', 'do', 'as', 'you', 'say', 'or', 'they', 'are', 'deported']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['i', 'am', 'tired', 'of', 'niggas', 'acting', 'like', 'carmelo', 'anthony', 'is', 'trash']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['israel', 'wants', 'syria', 'for', 'itself', 'and', 'the', 'rest', 'of', 'the', 'damned', 'sinai', 'too', 'that', 'what', 'this', 'goddamn', 'jewish', 'war', 'we', 'have', 'been', 'fighting', 'since', '<number>', 'is', 'all', 'about', 'displacing', 'arabs', 'to', 'europe', 'and', 'america', 'so', 'the', 'cunting', 'kikes', 'can', 'steal', 'more', 'land', 'for', 'israel']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]",hatespeech
"['niggers', 'in', 'tulsa', 'on', 'video', 'saying', 'fuck', 'the', 'police', 'after', 'a', 'wild', 'nigger', 'mentally', 'ill', 'was', 'killed', 'by', 'cops', 'we', 'do', 'not', 'want', 'or', 'need', 'niggers', 'in', 'america', 'quit', 'using', '<number>', 'niggers', 'call', 'black', 'lives', 'matter', 'instead', 'of', '<number>', 'better', 'yet', 'leave', 'america', 'now', 'you', 'worthless', 'pieces', 'of', 'shit']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]",offensive
"['bring', 'it', 'nigger', 'were', 'you', 'coming', 'here', 'on', 'some', 'welfare', 'ticket', 'ar', '<number>', 'i', 'am', 'a', 'great', 'shot']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['on', 'the', 'one', 'hand', 'i', 'had', 'to', 'mute', '<number>', 'or', '<number>', 'faggy', 'nazi', 'accounts', 'and', 'on', 'the', 'other', 'hand', 'i', 'have', 'to', 'fight', 'mosquitoes', 'outside', 'this', 'morning', 'not', 'sure', 'what', 'the', 'most', 'annoying']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",offensive
"['give', 'that', 'white', 'bitch', '<number>']","[0, 0, 1, 1, 0]",offensive
"['i', 'd', 'bet', 'my', 'last', 'nickel', 'that', 'cair', 'is', 'entrenched', 'in', 'this', 'up', 'to', 'it', 'eyeballs', 'last', 'year', 'a', 'few', 'hundred', 'million', 'fraud', 'discovered', 'by', 'muzzie', 'doctor', 'giving', 'billing', 'medicare', 'patients', 'chemo', 'treatments', 'with', 'no', 'cancer', 'yeah', 'this', 'is', 'a', 'religion', 'awright']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",hatespeech
"['i', 'basically', 'refuse', 'to', 'believe', 'this', 'is', 'real', 'i', 'refuse', 'to', 'believe', 'that', 'the', 'bbc', 'has', 'a', 'fucking', 'ebonics', 'version', 'translator', 'page', 'too', 'retarded', 'to', 'be', 'believed', 'i', 'am', 'not', 'saying', 'i', 'will', 'not', 'someday', 'but', 'for', 'now', 'no', 'this', 'is', 'not', 'real', 'to', 'me', 'for', 'now']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",offensive
"['another', 'muslim', 'man', 'phones', 'katie', 'hopkins', 'this', 'one', 'is', 'pakistani', 'and', 'he', 'tells', 'her', 'his', 'parents', 'told', 'him', 'to', 'go', 'with', 'white', 'girls', 'as', 'they', 'are', 'scum', 'i', 'believe', 'police', 'ignored', 'the', 'raped', 'girls', 'because', 'police', 'hated', 'pakis', 'and', 'any', 'white', 'girl', 'seen', 'with', 'them']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",offensive
"['oh', 'god', 'please', 'no', 'biker', 'boomer', 'memes', 'and', 'retarded', 'hasbara']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['and', 'moors', 'were', 'sand', 'niggers', 'originally', 'but', 'african', 'niggers', 'stole', 'their', 'name', 'because', 'they', 'never', 'accomplished', 'anything', 'in', 'their', 'history', 'still', 'no', 'plumbing', 'in', 'africa', 'kangs', 'should', 'demand', 'greatness', 'but', 'africans', 'produce', 'futility']","[0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",hatespeech
"['sex', 'be', 'so', 'good', 'a', 'bitch', 'be', 'slow', 'stroking', 'and', 'crying']","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",offensive
"['i', 'find', 'it', 'funny', 'that', 'people', 'from', 'shithole', 'countries', 'black', 'people', 'brown', 'people', 'those', 'nasty', 'the', 'squad', 'ladies', 'nasty', 'meghan', 'the', 'dreamers', 'those', 'migrants', 'seperated', 'black', 'football', 'players', 'people', 'of', 'color', 'are', 'not', 'the', 'people', 'that', 'is', 'on', 'his', 'ass', 'it', 'white', 'people']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['<user>', 'fucking', 'assholes', 'it', '’', 'all', 'about', 'the', 'illegal', 'aliens']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 1]",offensive
"['<user>', '<user>', 'what', 'else', 'is', 'new', 'fabricating', 'racial', 'tensions', 'blacks', 'are', 'very', 'good', 'at', 'lying', 'about', 'white', 'racial', 'attacks', 'only', 'hurts', 'those', 'truly', 'attacked']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['<user>', 'must', 'be', 'free', 'gold', 'retarded', 'people']","[0, 0, 0, 0, 0, 1, 1]",offensive
"['<user>', 'the', 'police', 'snapper', 'is', 'aiming', 'to', 'kill', 'all', 'protestors', 'or', 'make', 'them', 'permanently', 'blind', '😡']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['i', 'know', 'my', 'job', 'already', 'tired', 'of', 'my', 'ass', 'but', 'honestly', 'im', 'tired', 'of', 'this', 'white', 'ass', 'institution', 'too']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['<user>', 'you', 'think', 'they', '’', 're', 'nazis']","[0, 0, 0, 0, 0, 0, 1]",offensive
"['omg', 'look', 'how', 'cute', 'kim', 'kartrashian', 'new', 'niglet', 'is', '❤️', '😍', '❤️', 'its', 'name', 'is', 'baby', 'chi', 'that', 'nigger', 'for', 'chicago', 'isnt', 'it', 'just', 'totes', 'adorbs', '🐒']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1]",hatespeech
"['pakis', 'are', 'just', 'moslem', 'dotheads', 'tho']","[1, 0, 0, 1, 1, 0]",hatespeech
"['<user>', 'that', '’', 'so', 'ghetto', 'omg', 'lmao', 'this', 'lady', 'is', 'dead', 'she', 'gone', 'beat', 'they', 'ass', 'in', 'heaven']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",offensive
"['<user>', 'i', 'can', 'not', 'iuhdfiudsv', 'white', 'people', 'are', 'so', 'dumb', 'it', 'unreal']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['anyways', 'shit', 'man', 'the', 'rainbow', 'flag', 'represents', 'lesbians', 'better', 'than', 'that', 'pink', 'knock', 'off', 'garbage', 'fire', 'one']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",offensive
"['remember', 'when', 'i', 'used', 'to', 'fight', 'edgelords', 'on', 'here', 'who', 'started', 'crying', 'when', 'i', 'called', 'them', 'white', 'good', 'times']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['you', 'can', 'not', 'go', 'anywhere', 'to', 'avoid', 'cars', 'anymore', 'niggas', 'literally', 'every', 'fuckin', 'where']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['make', '“', 'patriot', '”', 'as', 'disgusting', 'as', '“', 'nazi', '”', 'to', 'liberals']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",offensive
"['america', 'will', 'become', 'a', 'neo', 'brazil', 'if', 'the', 'right', 'retreats', 'into', 'the', 'ghettoes', 'of', 'explicit', 'ethnonationalist', 'advocacy', 'retreats', 'into', 'the', 'ghettoes', 'of', 'explicit', 'ethnonationalist', 'advocacy', 'this', 'kike', 'is', 'pro', 'ask', 'ricky', 'tkr']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",hatespeech
"['your', 'current', 'politicians', 'are', 'kike', 'puppets', 'europe', 'will', 'pay', 'their', 'refugees', 'to', 'leave', 'for', 'uk', 'and', 'france', 'the', 'future', 'muslim', 'wastelands', 'churchillwillpay']","[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0]",hatespeech
"['<user>', '<user>', 'yes', 'so', 'moral', 'of', 'story', 'is', 'never', 'make', 'the', 'moderate', 'muzzie', 'posterboy', 'for', 'hindus', 'he', 'will', 'b', 'as', 'much', 'a', 'empty', 'vessel', 'as', 'any', 'other']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",hatespeech
"['how', 'much', 'money', 'would', 'it', 'take', 'for', 'you', 'to', 'lick', 'a', 'dogs', 'asshole', 'not', 'very', 'much', 'considering', 'you', 'are', 'a', 'wetback']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1]",offensive
"['<user>', '<user>', 'i', 'can', '’', 't', 'stand', 'this', 'look', 'they', 'all', 'look', 'like', 'identical', 'blow', 'up', 'dolls']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]",offensive
"['hey', 'nfl', 'fox', 'instead', 'of', 'segment', 'promoting', 'black', 'football', 'players', 'how', 'about', 'a', 'tribute', 'to', 'white', 'women', 'raped', 'by', 'black', 'football', 'players', 'although', 'due', 'to', 'time', 'constraints', 'that', 'may', 'be', 'unrealistic']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",offensive
"['idk', 'who', 'needs', 'to', 'hear', 'this', 'but', 'if', 'the', 'cars', 'in', 'the', 'right', 'lane', 'are', 'passing', 'you', 'bitch', 'get', 'over']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['looks', 'like', 'twitter', 'keeping', 'my', 'shit', 'fuck', 'jack', 'retweet', 'to', 'help', 'a', 'nigga', 'out']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",offensive
"['<user>', 'bitches', 'get', 'one', 'upset', 'stomach', 'and', 'swear', 'they', 'pregnant', 'go', 'fart']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",offensive
"['most', 'people', 'have', 'no', 'clue', 'what', 'love', 'is', 'and', 'use', 'for', 'anything', 'i', 'love', 'my', 'cat', 'love', 'means', 'wanting', 'the', 'best', 'for', 'someone', 'and', 'using', 'the', 'word', 'in', 'reference', 'to', 'queers', 'and', 'trans', 'is', 'totally', 'offensive']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['which', 'filth', 'do', 'u', 'mean', 'the', 'niggers', 'jews', 'spics', 'chinks', 'street', 'shitting', 'dotheads', 'rag', 'head', 'camel', 'fuckers', 'gooks', 'flips', 'kikes', 'slants', 'or', 'fags', 'u', 'can', 'not', 'swing', 'a', 'dead', 'niglet', 'these', 'days', 'without', 'hitting', 'some', 'filth', '😡']","[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",hatespeech
"['niggers', 'are', 'crazy']","[1, 0, 0]",offensive
"['on', 'the', 'gathering', 'storm', 'comes', 'a', 'posh', 'retarded', 'man', 'in', 'a', 'semen', 'marked', 'suit', 'with', 'his', 'currency', 'plans']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['the', 'nigger', 'con', 'taking', 'the', 'gun', 'from', 'the', 'jumped', 'up', 'meter', 'maid', 'and', 'killing', 'her', 'the', 'white', 'male', 'cop', 'is', 'classic', 'proof', 'of', 'the', 'real', 'world', 'lethality', 'of', 'the', 'feminist', 'poison', 'injected', 'by', 'the', 'god', 'damned', 'kikes', 'into', 'the', 'brains', 'of', 'naive', 'women']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",hatespeech
"['twitter', 'is', 'agaisnt', 'all', 'non', 'muslim', 'holidays']","[0, 0, 0, 0, 0, 0, 0]",normal
"['boo', '👻', '👺', '👻', 'sorry', 'did', 'i', 'scare', 'you', '🙃', '🙃', 'it', 'cocktober', '🍆', '😈', '🌚', 'u', 'kno', 'what', 'that', 'means', 'slut', '-o-', 'ween', 'send', 'this', 'to', '<number>', 'of', 'ur', 'sluttiest', 'ghost', '👻', 'bitches', '🙎', 'if', 'u', 'get', '<number>', 'back', 'ur', 'a', 'slutty', 'witch', '🔮', 'bitch', 'but', 'if', 'u', 'get', '<number>', 'back', 'ur', 'the', 'spookiest', 'slut', 'on', 'the', 'block', '🌚', '😈', '🔮', '💯']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['shuttener', 'of', 'kike', 'banks']","[0, 0, 1, 0]",hatespeech
"['are', 'you', 'dumb', 'when', 'it', 'says', 'other', 'than', 'german', 'that', 'means', 'a', 'ton', 'of', 'austrians', 'dutch', 'english', 'aussies', 'canadians', 'americans', 'french', 'poles', 'hungarians', 'czechs', 'all', 'border', 'germany', 'too', 'fix', 'your', 'shit', 'you', 'are', 'trying', 'to', 'sell', 'holocaust', 'denial', 'but', 'can', 'not', 'even', 'read', 'numbers', 'in', 'the', 'news']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",offensive
"['<user>', 'ah', 'so', 'we', 'should', 'just', 'ignore', 'nazis', 'marching', 'in', 'the', 'street']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['from', 'twitter', 'i', 'will', 'allow', 'a', 'white', 'person', 'to', 'call', 'jr', 'smith', 'a', 'nigger', 'tonight', 'it', 'probably', 'not', 'a', 'great', 'thing', 'i', 'care', 'so', 'much', 'about', 'something', 'jr', 'smith', 'can', 'screw', 'up', 'in', 'a', 'few', 'seconds']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",offensive
"['been', 'behind', 'a', 'fat', 'sheboon', 'at', 'a', 'atm', 'in', 'walmart', 'to', 'pull', 'only', '<money>', 'cause', 'thats', 'all', 'i', 'had', 'sheboon', 'pulls', 'a', 'wad', 'out', '<money>', '<number>', 'does', 'the', 'same', 'with', '<number>', 'other', 'cards', 'gives', 'her', 'sheboon', 'niglet', 'a', '<money>', 'easy', 'flame', 'throwers', 'should', 'be', 'legal', 'dey', 'hair', 'did', 'and', 'nails']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",offensive
"['a', 'crack', 'smoking', 'homosexual', 'muslim', 'liar', 'pretending', 'to', 'be', 'a', 'whole', 'other', 'person', 'becomes', 'the', 'fake', 'president', 'does', 'not', 'concern', 'you', 'hm']","[0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",hatespeech
"['<user>', 'the', 'word', 'nigger', 'can', 'be', 'applied', 'to', 'whites', 'as', 'well', 'we', 'use', 'it', 'as', 'derogatory', 'word', 'for', 'anyone', 'who', 'is', 'lazy', 'welfare', 'ridden', 'and', 'refuses', 'to', 'take', 'responsibility', 'for', 'his', 'family', 'and', 'others', 'i', 'do', 'not', 'understand', 'why', 'black', 'men', 'use', 'the', 'word', 'towards', 'each', 'other']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",hatespeech
"['we', 'had', 'noticed', 'a', 'rancid', 'smell', 'and', 'had', 'not', 'seen', 'the', 'old', 'woman', 'from', 'next', 'door', 'for', 'weeks', 'go', 'and', 'have', 'a', 'look', 'through', 'the', 'letterbox', 'the', 'wife', 'said', 'bravely', 'i', 'went', 'up', 'and', 'had', 'a', 'look', 'see', 'a', 'sniff', 'our', 'worst', 'fears', 'were', 'confirmed', 'pakis', 'had', 'moved', 'in']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",hatespeech
"['i', 'got', 'thotty', 'money', 'but', 'these', 'hoes', 'get', 'nothing']","[0, 0, 0, 0, 0, 0, 1, 0, 0]",offensive
"['you', 'are', 'seriously', 'sick', 'wallah', '<user>', 'i', 'hate', 'you']","[0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['when', 'a', 'hoe', 'wants', 'to', 'talk', 'about', 'morals', '😂']","[0, 0, 1, 0, 0, 0, 0, 0, 0]",offensive
"['despite', 'the', 'super', 'gay', 'cover', 'i', 'am', 'excited', 'to', 'be', 'starting', 'this', 'kettlebell', 'program', 'today']","[0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",offensive
"['i', 'amma', 'get', 'shadow', 'keep', 'join', 'me', 'in', 'doing', 'so', 'faggots']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",offensive
"['announcement', 'weakens', 'security', 'breaks', 'america', 'word', 'isolates', 'us', 'from', 'allies', 'puts', 'israel', 'at', 'risk', 'empowers', 'iran', 'hardliners', 'and', 'reduces', 'our', 'global', 'leverage', 'to', 'address', 'tehran', 'misbehavior', 'while', 'damaging', 'the', 'ability', 'of', 'future', 'administrations', 'to', 'make', 'international', 'agreements', 'kerry', 'the', 'muzzie', 'said', 'in', 'his', 'statement', 'i', 'call', 'b', 'kerry']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",hatespeech
"['being', 'a', 'moslem', 'has', 'got', 'to', 'be', 'the', 'worst', 'punishment', 'in', 'the', 'world']","[0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]",hatespeech
"['i', 'know', 'and', 'work', 'with', 'many', 'indians', 'and', 'sikhs', 'almost', 'all', 'are', 'hard', 'working', 'polite', 'honourable', 'people', 'who', 'don', 't', 'like', 'blacks', 'jews', 'queers', 'or', 'liberals']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['why', 'am', 'wasting', 'my', 'time', 'with', 'you', 'if', 'you', 'are', 'too', 'retarded', 'to', 'understand', 'what', 'controlled', 'opposition', 'is', 'you', 'probably', 'think', 'the', 'holocaust', 'was', 'real', 'do', 'not', 'you', 'white', 'genocide', 'is', 'orchestrated', 'by', 'the', 'kikes', 'the', 'shitskins', 'are', 'just', 'the', 'tool', 'they', 'are', 'using', 'to', 'do', 'the', 'job']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",hatespeech
"['should', 'have', 'known', 'it', 'is', 'a', 'fucking', 'kike', 'jew', 'scum', 'bag', 'getting', 'this', 'ticket', 'off']","[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0]",hatespeech
"['<user>', '<user>', 'the', 'hk', 'police', 'are', 'nazi', 'pure', 'and', 'simple', 'total', 'shame', 'on', 'them', 'the', 'should', 'never', 'ever', 'be', 'forgiven']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['<user>', '<user>', 'i', 'work', 'in', 'an', 'urban', 'school', 'district', 'i', 'am', 'already', 'giving', 'to', 'the', 'black', 'hispanic', 'refugee', 'and', 'illegal', 'alien', 'communities', 'i', 'will', 'be', 'damned', 'if', 'i', 'am', 'going', 'to', 'pay', '<number>', 'red', 'cent', 'for', 'a', 'sin', 'i', 'did', 'not', 'commit']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['if', 'you', 'dump', 'me', 'because', 'i', 'cut', 'my', 'hair', 'you', 'are', 'a', 'bitch']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['fuck', 'the', '<number>', 'immigrants', 'the', 'government', 'lost', 'i', 'only', 'care', 'about', '<number>', 'immigrant', 'the', 'government', 'lost', 'where', 'is', 'she']","[1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",offensive
"['do', 'not', 'you', 'just', 'hate', 'white', 'privilege', 'rednationrising']","[0, 0, 0, 0, 0, 0, 0, 0]",normal
"['<user>', 'trump', 'erroneously', 'presented', 'the', 'total', 'number', 'of', 'aliens', 'in', 'the', 'country', '<number>', 'million', 'as', 'the', 'number', 'of', 'illegal', 'aliens', 'in', 'this', 'country']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['ass', 'in', 'the', 'air', 'lodi', 'take', 'every', 'inch', 'of', 'depravity', 'your', 'masters', 'want', 'to', 'give', 'you', 'take', 'it', 'all', 'ya', 'lil', 'faggot', 'btw', 'the', '1', 'st', 'amendment', 'applies', 'to', 'everyone', 'not', 'just', 'thin', 'skinned', 'boomer', 'queers', 'and', 'leftists', 'you', 'do', 'not', 'like', 'gab', '🐸', 'gtfo']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",hatespeech
"['everyone', 'from', 'the', 'united', 'kingdom', 'is', 'a', 'fucking', 'retard', 'every', 'muslim', 'from', 'the', 'united', 'kingdom', 'is', 'a', 'fucking', 'retard', 'every', 'white', 'person', 'from', 'the', 'united', 'kingdom', 'is', 'a', 'fucking', 'retard', 'god', 'hates', 'the', 'british', 'isles', 'it', 'should', 'be', 'called', 'kafiristan']","[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",offensive
